Uganda,,,,,,,30.60845947,,,,,,34.89216995,,44.2722702,,32.50424957,,,,,,,,,
Ukraine,,,,,,97.18256378,,,,,,,,,,,,,,,,,,,,
Upper middle income,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,,42.27037811,,,,,,91.24403381,,,82.94837189,,85.53659058,85.95559692,85.64122009,87.6191864,88.36092377,88.62464905,88.93865967,89.38932037,89.86956787,90.2842865,91.19709778,91.31797791,,
United States,,,,,,,,,98.47055054,98.42295837,98.54376984,,98.67672729,98.59417725,98.68843079,98.71730042,98.79048157,98.86701965,98.79341125,98.77388,98.87711334,,99.03153229,,99.0557785,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,99.99059296,100,,
St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,91.2883606,,,,
"Venezuela, RB",,,,,,,,,,,74.50937653,81.04441071,82.23036957,82.74965668,,,,,,87.73692322,92.71087646,,,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,88.63423157,,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,
World,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,96.29148865,,,,,,,,,,99.02468109,,,,,,,,,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,,,,,,62.25690842,68.68414307,70.84059906,71.47268677,72.21897888,72.98713684,74.1135025,74.36147308,77.97071075,78.46266937,79.08847046,81.09812164,,81.78265381,82.38449097,,85.85366821,,86.27852631,,
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,,,,,,,65.17803192,,,,,,,,,,80.87512207,,75.78488159,,,82.45202637,,,,
World_average,86.80526479,61.95132955,51.46627045,90.38306046,83.1330434,81.12290074,72.0310328,82.29857508,79.3068884,84.1015992,73.50720603,80.39712834,80.41915632,82.21507542,85.18873907,80.99932571,80.66656882,82.87574164,81.95163867,84.39890187,86.09440083,82.46791105,79.4453285,88.12474472,88.11075952,
