Serbia,,,,,,,53.82498932,,,,,,84.6799469,85.06577301,85.63166809,84.58573914,,85.78730011,86.7260437,88.64244843,89.490242,89.79981995,,91.78774261,
Sub-Saharan Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,,,,,,,,,,,,,33.16954041,,,,,,,,,,,,
Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,38.85887909,,,,,,,,
Suriname,,,,,,,,,50.60700989,,,,,,,,61.80379105,,,,,,,,
Slovak Republic,,,,,,,,,,,,,,,,,99.30277252,99.28269196,99.34426117,99.27007294,99.30355835,99.28050232,99.26856232,99.01622009,
Slovenia,,,,,,,,,,94.29798889,94.99314117,94.95568848,95.17459106,95.59706116,95.4296875,96.01795197,96.86898041,97.14840698,97.5927124,98.10581207,97.62046814,97.77278137,,98.17101288,
Sweden,78.14736938,,,,,,,,88.42310333,89.14183044,89.80145264,90.40750122,85.78205109,86.4433136,87.07034302,87.70394897,88.33435822,88.92723083,89.47490692,90.01940155,90.54364777,91.06703186,,92.01463318,
Eswatini,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,69.62464905,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,,,,,,,24.77914047,,,,,34.42483902,32.81393051,34.07028961,,,,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,,,,,,,,,,,,,,10.04438972,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,
Togo,,,,,,,,,,,,,,26.94421005,,18.27075005,,,,,,,,,
Thailand,,,,,,,,,33.2353096,,32.36281967,,,,38.65016937,,,41.41638184,,,45.07048035,,46.23706818,49.57551956,
Tajikistan,,,,,92.41889954,,,,,,,,,,,,,,,,,94.53816223,,,
Turkmenistan,90.76847839,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,
